"","participant","id","TargetLooks","SEG3_onset","type","condition","exp"
"1","M1","19",1,-874,"SAME","Opaque","exp"
"2","M1","19",1,-854,"SAME","Opaque","exp"
"3","M1","19",1,-834,"SAME","Opaque","exp"
"4","M1","19",1,-814,"SAME","Opaque","exp"
"5","M1","19",1,-794,"SAME","Opaque","exp"
"6","M1","19",1,-774,"SAME","Opaque","exp"
"7","M1","19",1,-754,"SAME","Opaque","exp"
"8","M1","19",1,-734,"SAME","Opaque","exp"
"9","M1","19",1,-714,"SAME","Opaque","exp"
"10","M1","19",1,-694,"SAME","Opaque","exp"
"11","M1","19",1,-674,"SAME","Opaque","exp"
"12","M1","19",1,-654,"SAME","Opaque","exp"
"13","M1","19",1,-634,"SAME","Opaque","exp"
"14","M1","19",1,-614,"SAME","Opaque","exp"
"15","M1","19",1,-594,"SAME","Opaque","exp"
"16","M1","19",1,-574,"SAME","Opaque","exp"
"17","M1","19",1,-554,"SAME","Opaque","exp"
"18","M1","19",1,-534,"SAME","Opaque","exp"
"19","M1","19",1,-514,"SAME","Opaque","exp"
"20","M1","19",1,-494,"SAME","Opaque","exp"
"21","M1","19",1,-474,"SAME","Opaque","exp"
"22","M1","19",1,-454,"SAME","Opaque","exp"
"23","M1","19",1,-434,"SAME","Opaque","exp"
"24","M1","19",1,-414,"SAME","Opaque","exp"
"25","M1","19",1,-394,"SAME","Opaque","exp"
"26","M1","19",1,-374,"SAME","Opaque","exp"
"27","M1","19",1,-354,"SAME","Opaque","exp"
"28","M1","19",1,-334,"SAME","Opaque","exp"
"29","M1","19",1,-314,"SAME","Opaque","exp"
"30","M1","19",1,-294,"SAME","Opaque","exp"
"31","M1","19",1,-274,"SAME","Opaque","exp"
"32","M1","19",1,-254,"SAME","Opaque","exp"
"33","M1","19",1,-234,"SAME","Opaque","exp"
"34","M1","19",1,-214,"SAME","Opaque","exp"
"35","M1","19",1,-194,"SAME","Opaque","exp"
"36","M1","19",1,-174,"SAME","Opaque","exp"
"37","M1","19",1,-154,"SAME","Opaque","exp"
"38","M1","19",1,-134,"SAME","Opaque","exp"
"39","M1","19",1,-114,"SAME","Opaque","exp"
"40","M1","19",1,-94,"SAME","Opaque","exp"
"41","M1","19",1,-74,"SAME","Opaque","exp"
"42","M1","19",1,-54,"SAME","Opaque","exp"
"43","M1","19",1,-34,"SAME","Opaque","exp"
"44","M1","19",1,-14,"SAME","Opaque","exp"
"45","M1","19",1,6,"SAME","Opaque","exp"
"46","M1","19",1,26,"SAME","Opaque","exp"
"47","M1","19",1,46,"SAME","Opaque","exp"
"48","M1","19",1,66,"SAME","Opaque","exp"
"49","M1","19",1,86,"SAME","Opaque","exp"
"50","M1","19",1,106,"SAME","Opaque","exp"
"51","M1","19",0.8,126,"SAME","Opaque","exp"
"52","M1","19",0,146,"SAME","Opaque","exp"
"53","M1","19",0,166,"SAME","Opaque","exp"
"54","M1","19",0,186,"SAME","Opaque","exp"
"55","M1","19",0,206,"SAME","Opaque","exp"
"56","M1","19",0,226,"SAME","Opaque","exp"
"57","M1","19",0,246,"SAME","Opaque","exp"
"58","M1","19",0,266,"SAME","Opaque","exp"
"59","M1","19",0,286,"SAME","Opaque","exp"
"60","M1","19",0,306,"SAME","Opaque","exp"
"61","M1","19",0,326,"SAME","Opaque","exp"
"62","M1","19",0,346,"SAME","Opaque","exp"
"63","M1","19",0,366,"SAME","Opaque","exp"
"64","M1","19",0,386,"SAME","Opaque","exp"
"65","M1","19",0,406,"SAME","Opaque","exp"
"66","M1","19",0,426,"SAME","Opaque","exp"
"67","M1","19",0,446,"SAME","Opaque","exp"
"68","M1","19",0,466,"SAME","Opaque","exp"
"69","M1","19",0,486,"SAME","Opaque","exp"
"70","M1","19",0,506,"SAME","Opaque","exp"
"71","M1","19",0,526,"SAME","Opaque","exp"
"72","M1","5",0,-875,"DIFF","Transp","exp"
"73","M1","5",0,-855,"DIFF","Transp","exp"
"74","M1","5",0,-835,"DIFF","Transp","exp"
"75","M1","5",0,-815,"DIFF","Transp","exp"
"76","M1","5",0,-795,"DIFF","Transp","exp"
"77","M1","5",0,-775,"DIFF","Transp","exp"
"78","M1","5",0,-755,"DIFF","Transp","exp"
"79","M1","5",0,-735,"DIFF","Transp","exp"
"80","M1","5",0,-715,"DIFF","Transp","exp"
"81","M1","5",0,-695,"DIFF","Transp","exp"
"82","M1","5",0,-675,"DIFF","Transp","exp"
"83","M1","5",0,-655,"DIFF","Transp","exp"
"84","M1","5",0,-635,"DIFF","Transp","exp"
"85","M1","5",0,-615,"DIFF","Transp","exp"
"86","M1","5",0,-595,"DIFF","Transp","exp"
"87","M1","5",0,-575,"DIFF","Transp","exp"
"88","M1","5",0,-555,"DIFF","Transp","exp"
"89","M1","5",0,-535,"DIFF","Transp","exp"
"90","M1","5",0,-515,"DIFF","Transp","exp"
"91","M1","5",0,-495,"DIFF","Transp","exp"
"92","M1","5",0,-475,"DIFF","Transp","exp"
"93","M1","5",0,-455,"DIFF","Transp","exp"
"94","M1","5",0,-435,"DIFF","Transp","exp"
"95","M1","5",0,-415,"DIFF","Transp","exp"
"96","M1","5",0,-395,"DIFF","Transp","exp"
"97","M1","5",0,-375,"DIFF","Transp","exp"
"98","M1","5",0,-355,"DIFF","Transp","exp"
"99","M1","5",0,-335,"DIFF","Transp","exp"
"100","M1","5",0,-315,"DIFF","Transp","exp"
"101","M1","5",0,-295,"DIFF","Transp","exp"
"102","M1","5",0,-275,"DIFF","Transp","exp"
"103","M1","5",0,-255,"DIFF","Transp","exp"
"104","M1","5",0,-235,"DIFF","Transp","exp"
"105","M1","5",0,-215,"DIFF","Transp","exp"
"106","M1","5",0,-195,"DIFF","Transp","exp"
"107","M1","5",0,-175,"DIFF","Transp","exp"
"108","M1","5",0,-155,"DIFF","Transp","exp"
"109","M1","5",0,-135,"DIFF","Transp","exp"
"110","M1","5",0,-115,"DIFF","Transp","exp"
"111","M1","5",0,-95,"DIFF","Transp","exp"
"112","M1","5",0,-75,"DIFF","Transp","exp"
"113","M1","5",0,-55,"DIFF","Transp","exp"
"114","M1","5",0,-35,"DIFF","Transp","exp"
"115","M1","5",0.05,-15,"DIFF","Transp","exp"
"116","M1","5",1,5,"DIFF","Transp","exp"
"117","M1","5",1,25,"DIFF","Transp","exp"
"118","M1","5",1,45,"DIFF","Transp","exp"
"119","M1","5",1,65,"DIFF","Transp","exp"
"120","M1","5",1,85,"DIFF","Transp","exp"
"121","M1","5",1,105,"DIFF","Transp","exp"
"122","M1","5",1,125,"DIFF","Transp","exp"
"123","M1","5",1,145,"DIFF","Transp","exp"
"124","M1","5",1,165,"DIFF","Transp","exp"
"125","M1","5",1,185,"DIFF","Transp","exp"
"126","M1","5",1,205,"DIFF","Transp","exp"
"127","M1","5",1,225,"DIFF","Transp","exp"
"128","M1","5",1,245,"DIFF","Transp","exp"
"129","M1","5",1,265,"DIFF","Transp","exp"
"130","M1","5",1,285,"DIFF","Transp","exp"
"131","M1","5",1,305,"DIFF","Transp","exp"
"132","M1","5",1,325,"DIFF","Transp","exp"
"133","M1","5",1,345,"DIFF","Transp","exp"
"134","M1","5",1,365,"DIFF","Transp","exp"
"135","M1","5",1,385,"DIFF","Transp","exp"
"136","M1","5",1,405,"DIFF","Transp","exp"
"137","M1","5",1,425,"DIFF","Transp","exp"
"138","M1","5",1,445,"DIFF","Transp","exp"
"139","M1","5",1,465,"DIFF","Transp","exp"
"140","M1","5",1,485,"DIFF","Transp","exp"
"141","M1","5",1,505,"DIFF","Transp","exp"
"142","M1","5",1,525,"DIFF","Transp","exp"
"143","M1","9",1,-874,"SAME","Transp","exp"
"144","M1","9",1,-854,"SAME","Transp","exp"
"145","M1","9",1,-834,"SAME","Transp","exp"
"146","M1","9",1,-814,"SAME","Transp","exp"
"147","M1","9",1,-794,"SAME","Transp","exp"
"148","M1","9",1,-774,"SAME","Transp","exp"
"149","M1","9",1,-754,"SAME","Transp","exp"
"150","M1","9",1,-734,"SAME","Transp","exp"
"151","M1","9",1,-714,"SAME","Transp","exp"
"152","M1","9",1,-694,"SAME","Transp","exp"
"153","M1","9",1,-674,"SAME","Transp","exp"
"154","M1","9",1,-654,"SAME","Transp","exp"
"155","M1","9",1,-634,"SAME","Transp","exp"
"156","M1","9",1,-614,"SAME","Transp","exp"
"157","M1","9",1,-594,"SAME","Transp","exp"
"158","M1","9",1,-574,"SAME","Transp","exp"
"159","M1","9",1,-554,"SAME","Transp","exp"
"160","M1","9",1,-534,"SAME","Transp","exp"
"161","M1","9",1,-514,"SAME","Transp","exp"
"162","M1","9",1,-494,"SAME","Transp","exp"
"163","M1","9",1,-474,"SAME","Transp","exp"
"164","M1","9",1,-454,"SAME","Transp","exp"
"165","M1","9",1,-434,"SAME","Transp","exp"
"166","M1","9",1,-414,"SAME","Transp","exp"
"167","M1","9",1,-394,"SAME","Transp","exp"
"168","M1","9",1,-374,"SAME","Transp","exp"
"169","M1","9",1,-354,"SAME","Transp","exp"
"170","M1","9",1,-334,"SAME","Transp","exp"
"171","M1","9",1,-314,"SAME","Transp","exp"
"172","M1","9",1,-294,"SAME","Transp","exp"
"173","M1","9",1,-274,"SAME","Transp","exp"
"174","M1","9",1,-254,"SAME","Transp","exp"
"175","M1","9",1,-234,"SAME","Transp","exp"
"176","M1","9",1,-214,"SAME","Transp","exp"
"177","M1","9",1,-194,"SAME","Transp","exp"
"178","M1","9",1,-174,"SAME","Transp","exp"
"179","M1","9",1,-154,"SAME","Transp","exp"
"180","M1","9",1,-134,"SAME","Transp","exp"
"181","M1","9",1,-114,"SAME","Transp","exp"
"182","M1","9",1,-94,"SAME","Transp","exp"
"183","M1","9",1,-74,"SAME","Transp","exp"
"184","M1","9",1,-54,"SAME","Transp","exp"
"185","M1","9",1,-34,"SAME","Transp","exp"
"186","M1","9",1,-14,"SAME","Transp","exp"
"187","M1","9",1,6,"SAME","Transp","exp"
"188","M1","9",1,26,"SAME","Transp","exp"
"189","M1","9",1,46,"SAME","Transp","exp"
"190","M1","9",1,66,"SAME","Transp","exp"
"191","M1","9",1,86,"SAME","Transp","exp"
"192","M1","9",1,106,"SAME","Transp","exp"
"193","M1","9",1,126,"SAME","Transp","exp"
"194","M1","9",1,146,"SAME","Transp","exp"
"195","M1","9",1,166,"SAME","Transp","exp"
"196","M1","9",1,186,"SAME","Transp","exp"
"197","M1","9",1,206,"SAME","Transp","exp"
"198","M1","9",1,226,"SAME","Transp","exp"
"199","M1","9",0.45,246,"SAME","Transp","exp"
"200","M1","9",0,266,"SAME","Transp","exp"
"201","M1","9",0,286,"SAME","Transp","exp"
"202","M1","9",0,306,"SAME","Transp","exp"
"203","M1","9",0,326,"SAME","Transp","exp"
"204","M1","9",0,346,"SAME","Transp","exp"
"205","M1","9",0,366,"SAME","Transp","exp"
"206","M1","9",0,386,"SAME","Transp","exp"
"207","M1","9",0,406,"SAME","Transp","exp"
"208","M1","9",0,426,"SAME","Transp","exp"
"209","M1","9",0,446,"SAME","Transp","exp"
"210","M1","9",0,466,"SAME","Transp","exp"
"211","M1","9",0,486,"SAME","Transp","exp"
"212","M1","9",0,506,"SAME","Transp","exp"
"213","M1","9",0,526,"SAME","Transp","exp"
"214","M1","17",0,-868,"SAME","Opaque","exp"
"215","M1","17",0,-848,"SAME","Opaque","exp"
"216","M1","17",0,-828,"SAME","Opaque","exp"
"217","M1","17",0,-808,"SAME","Opaque","exp"
"218","M1","17",0,-788,"SAME","Opaque","exp"
"219","M1","17",0,-768,"SAME","Opaque","exp"
"220","M1","17",0,-748,"SAME","Opaque","exp"
"221","M1","17",0,-728,"SAME","Opaque","exp"
"222","M1","17",0,-708,"SAME","Opaque","exp"
"223","M1","17",0,-688,"SAME","Opaque","exp"
"224","M1","17",0,-668,"SAME","Opaque","exp"
"225","M1","17",0,-648,"SAME","Opaque","exp"
"226","M1","17",0,-628,"SAME","Opaque","exp"
"227","M1","17",0.55,-608,"SAME","Opaque","exp"
"228","M1","17",1,-588,"SAME","Opaque","exp"
"229","M1","17",1,-568,"SAME","Opaque","exp"
"230","M1","17",1,-548,"SAME","Opaque","exp"
"231","M1","17",1,-528,"SAME","Opaque","exp"
"232","M1","17",1,-508,"SAME","Opaque","exp"
"233","M1","17",1,-488,"SAME","Opaque","exp"
"234","M1","17",1,-468,"SAME","Opaque","exp"
"235","M1","17",1,-448,"SAME","Opaque","exp"
"236","M1","17",1,-428,"SAME","Opaque","exp"
"237","M1","17",1,-408,"SAME","Opaque","exp"
"238","M1","17",1,-388,"SAME","Opaque","exp"
"239","M1","17",1,-368,"SAME","Opaque","exp"
"240","M1","17",1,-348,"SAME","Opaque","exp"
"241","M1","17",1,-328,"SAME","Opaque","exp"
"242","M1","17",1,-308,"SAME","Opaque","exp"
"243","M1","17",1,-288,"SAME","Opaque","exp"
"244","M1","17",1,-268,"SAME","Opaque","exp"
"245","M1","17",1,-248,"SAME","Opaque","exp"
"246","M1","17",1,-228,"SAME","Opaque","exp"
"247","M1","17",1,-208,"SAME","Opaque","exp"
"248","M1","17",1,-188,"SAME","Opaque","exp"
"249","M1","17",1,-168,"SAME","Opaque","exp"
"250","M1","17",1,-148,"SAME","Opaque","exp"
"251","M1","17",1,-128,"SAME","Opaque","exp"
"252","M1","17",1,-108,"SAME","Opaque","exp"
"253","M1","17",1,-88,"SAME","Opaque","exp"
"254","M1","17",1,-68,"SAME","Opaque","exp"
"255","M1","17",1,-48,"SAME","Opaque","exp"
"256","M1","17",1,-28,"SAME","Opaque","exp"
"257","M1","17",1,-8,"SAME","Opaque","exp"
"258","M1","17",1,12,"SAME","Opaque","exp"
"259","M1","17",1,32,"SAME","Opaque","exp"
"260","M1","17",1,52,"SAME","Opaque","exp"
"261","M1","17",1,72,"SAME","Opaque","exp"
"262","M1","17",0.7,92,"SAME","Opaque","exp"
"263","M1","17",0,112,"SAME","Opaque","exp"
"264","M1","17",0,132,"SAME","Opaque","exp"
"265","M1","17",0,152,"SAME","Opaque","exp"
"266","M1","17",0,172,"SAME","Opaque","exp"
"267","M1","17",0,192,"SAME","Opaque","exp"
"268","M1","17",0,212,"SAME","Opaque","exp"
"269","M1","17",0,232,"SAME","Opaque","exp"
"270","M1","17",0,252,"SAME","Opaque","exp"
"271","M1","17",0,272,"SAME","Opaque","exp"
"272","M1","17",0,292,"SAME","Opaque","exp"
"273","M1","17",0,312,"SAME","Opaque","exp"
"274","M1","17",0,332,"SAME","Opaque","exp"
"275","M1","17",0,352,"SAME","Opaque","exp"
"276","M1","17",0,372,"SAME","Opaque","exp"
"277","M1","17",0,392,"SAME","Opaque","exp"
"278","M1","17",0,412,"SAME","Opaque","exp"
"279","M1","17",0,432,"SAME","Opaque","exp"
"280","M1","17",0,452,"SAME","Opaque","exp"
"281","M1","17",0,472,"SAME","Opaque","exp"
"282","M1","17",0,492,"SAME","Opaque","exp"
"283","M1","17",0,512,"SAME","Opaque","exp"
"284","M1","25",0,-873,"DIFF","Transp","exp"
"285","M1","25",0,-853,"DIFF","Transp","exp"
"286","M1","25",0,-833,"DIFF","Transp","exp"
"287","M1","25",0,-813,"DIFF","Transp","exp"
"288","M1","25",0,-793,"DIFF","Transp","exp"
"289","M1","25",0,-773,"DIFF","Transp","exp"
"290","M1","25",0,-753,"DIFF","Transp","exp"
"291","M1","25",0,-733,"DIFF","Transp","exp"
"292","M1","25",0,-713,"DIFF","Transp","exp"
"293","M1","25",0,-693,"DIFF","Transp","exp"
"294","M1","25",0,-673,"DIFF","Transp","exp"
"295","M1","25",0,-653,"DIFF","Transp","exp"
"296","M1","25",0,-633,"DIFF","Transp","exp"
"297","M1","25",0,-613,"DIFF","Transp","exp"
"298","M1","25",0,-593,"DIFF","Transp","exp"
"299","M1","25",0,-573,"DIFF","Transp","exp"
"300","M1","25",0,-553,"DIFF","Transp","exp"
"301","M1","25",0,-533,"DIFF","Transp","exp"
"302","M1","25",0,-513,"DIFF","Transp","exp"
"303","M1","25",0,-493,"DIFF","Transp","exp"
"304","M1","25",0,-473,"DIFF","Transp","exp"
"305","M1","25",0,-453,"DIFF","Transp","exp"
"306","M1","25",0,-433,"DIFF","Transp","exp"
"307","M1","25",0,-413,"DIFF","Transp","exp"
"308","M1","25",0,-393,"DIFF","Transp","exp"
"309","M1","25",0,-373,"DIFF","Transp","exp"
"310","M1","25",0,-353,"DIFF","Transp","exp"
"311","M1","25",0,-333,"DIFF","Transp","exp"
"312","M1","25",0,-313,"DIFF","Transp","exp"
"313","M1","25",0,-293,"DIFF","Transp","exp"
"314","M1","25",0,-273,"DIFF","Transp","exp"
"315","M1","25",0,-253,"DIFF","Transp","exp"
"316","M1","25",0,-233,"DIFF","Transp","exp"
"317","M1","25",0,-213,"DIFF","Transp","exp"
"318","M1","25",0,-193,"DIFF","Transp","exp"
"319","M1","25",0,-173,"DIFF","Transp","exp"
"320","M1","25",0,-153,"DIFF","Transp","exp"
"321","M1","25",0,-133,"DIFF","Transp","exp"
"322","M1","25",0.8,-113,"DIFF","Transp","exp"
"323","M1","25",1,-93,"DIFF","Transp","exp"
"324","M1","25",1,-73,"DIFF","Transp","exp"
"325","M1","25",1,-53,"DIFF","Transp","exp"
"326","M1","25",1,-33,"DIFF","Transp","exp"
"327","M1","25",1,-13,"DIFF","Transp","exp"
"328","M1","25",1,7,"DIFF","Transp","exp"
"329","M1","25",1,27,"DIFF","Transp","exp"
"330","M1","25",1,47,"DIFF","Transp","exp"
"331","M1","25",1,67,"DIFF","Transp","exp"
"332","M1","25",1,87,"DIFF","Transp","exp"
"333","M1","25",1,107,"DIFF","Transp","exp"
"334","M1","25",1,127,"DIFF","Transp","exp"
"335","M1","25",1,147,"DIFF","Transp","exp"
"336","M1","25",1,167,"DIFF","Transp","exp"
"337","M1","25",1,187,"DIFF","Transp","exp"
"338","M1","25",1,207,"DIFF","Transp","exp"
"339","M1","25",1,227,"DIFF","Transp","exp"
"340","M1","25",1,247,"DIFF","Transp","exp"
"341","M1","25",1,267,"DIFF","Transp","exp"
"342","M1","25",1,287,"DIFF","Transp","exp"
"343","M1","25",1,307,"DIFF","Transp","exp"
"344","M1","25",1,327,"DIFF","Transp","exp"
"345","M1","25",1,347,"DIFF","Transp","exp"
"346","M1","25",1,367,"DIFF","Transp","exp"
"347","M1","25",1,387,"DIFF","Transp","exp"
"348","M1","25",1,407,"DIFF","Transp","exp"
"349","M1","25",1,427,"DIFF","Transp","exp"
"350","M1","25",1,447,"DIFF","Transp","exp"
"351","M1","25",1,467,"DIFF","Transp","exp"
"352","M1","25",1,487,"DIFF","Transp","exp"
"353","M1","25",1,507,"DIFF","Transp","exp"
"354","M1","25",1,527,"DIFF","Transp","exp"
"355","M1","3",1,-879,"SAME","Transp","exp"
"356","M1","3",1,-859,"SAME","Transp","exp"
"357","M1","3",1,-839,"SAME","Transp","exp"
"358","M1","3",1,-819,"SAME","Transp","exp"
"359","M1","3",1,-799,"SAME","Transp","exp"
"360","M1","3",1,-779,"SAME","Transp","exp"
"361","M1","3",1,-759,"SAME","Transp","exp"
"362","M1","3",1,-739,"SAME","Transp","exp"
"363","M1","3",1,-719,"SAME","Transp","exp"
"364","M1","3",1,-699,"SAME","Transp","exp"
"365","M1","3",1,-679,"SAME","Transp","exp"
"366","M1","3",1,-659,"SAME","Transp","exp"
"367","M1","3",1,-639,"SAME","Transp","exp"
"368","M1","3",1,-619,"SAME","Transp","exp"
"369","M1","3",1,-599,"SAME","Transp","exp"
"370","M1","3",1,-579,"SAME","Transp","exp"
"371","M1","3",1,-559,"SAME","Transp","exp"
"372","M1","3",1,-539,"SAME","Transp","exp"
"373","M1","3",1,-519,"SAME","Transp","exp"
"374","M1","3",1,-499,"SAME","Transp","exp"
"375","M1","3",1,-479,"SAME","Transp","exp"
"376","M1","3",1,-459,"SAME","Transp","exp"
"377","M1","3",1,-439,"SAME","Transp","exp"
"378","M1","3",1,-419,"SAME","Transp","exp"
"379","M1","3",1,-399,"SAME","Transp","exp"
"380","M1","3",1,-379,"SAME","Transp","exp"
"381","M1","3",1,-359,"SAME","Transp","exp"
"382","M1","3",1,-339,"SAME","Transp","exp"
"383","M1","3",1,-319,"SAME","Transp","exp"
"384","M1","3",1,-299,"SAME","Transp","exp"
"385","M1","3",1,-279,"SAME","Transp","exp"
"386","M1","3",1,-259,"SAME","Transp","exp"
"387","M1","3",1,-239,"SAME","Transp","exp"
"388","M1","3",1,-219,"SAME","Transp","exp"
"389","M1","3",1,-199,"SAME","Transp","exp"
"390","M1","3",1,-179,"SAME","Transp","exp"
"391","M1","3",1,-159,"SAME","Transp","exp"
"392","M1","3",1,-139,"SAME","Transp","exp"
"393","M1","3",1,-119,"SAME","Transp","exp"
"394","M1","3",1,-99,"SAME","Transp","exp"
"395","M1","3",1,-79,"SAME","Transp","exp"
"396","M1","3",1,-59,"SAME","Transp","exp"
"397","M1","3",1,-39,"SAME","Transp","exp"
"398","M1","3",1,-19,"SAME","Transp","exp"
"399","M1","3",1,1,"SAME","Transp","exp"
"400","M1","3",1,21,"SAME","Transp","exp"
"401","M1","3",1,41,"SAME","Transp","exp"
"402","M1","3",1,61,"SAME","Transp","exp"
"403","M1","3",1,81,"SAME","Transp","exp"
"404","M1","3",0.1,101,"SAME","Transp","exp"
"405","M1","3",0,121,"SAME","Transp","exp"
"406","M1","3",0,141,"SAME","Transp","exp"
"407","M1","3",0,161,"SAME","Transp","exp"
"408","M1","3",0,181,"SAME","Transp","exp"
"409","M1","3",0,201,"SAME","Transp","exp"
"410","M1","3",0,221,"SAME","Transp","exp"
"411","M1","3",0,241,"SAME","Transp","exp"
"412","M1","3",0,261,"SAME","Transp","exp"
"413","M1","3",0,281,"SAME","Transp","exp"
"414","M1","3",0,301,"SAME","Transp","exp"
"415","M1","3",0,321,"SAME","Transp","exp"
"416","M1","3",0,341,"SAME","Transp","exp"
"417","M1","3",0,361,"SAME","Transp","exp"
"418","M1","3",0,381,"SAME","Transp","exp"
"419","M1","3",0,401,"SAME","Transp","exp"
"420","M1","3",0,421,"SAME","Transp","exp"
"421","M1","3",0,441,"SAME","Transp","exp"
"422","M1","3",0,461,"SAME","Transp","exp"
"423","M1","3",0.6,481,"SAME","Transp","exp"
"424","M1","3",1,501,"SAME","Transp","exp"
"425","M1","3",1,521,"SAME","Transp","exp"
"426","M1","18",0,-871,"SAME","Opaque","exp"
"427","M1","18",0,-851,"SAME","Opaque","exp"
"428","M1","18",0,-831,"SAME","Opaque","exp"
"429","M1","18",0,-811,"SAME","Opaque","exp"
"430","M1","18",0,-791,"SAME","Opaque","exp"
"431","M1","18",0,-771,"SAME","Opaque","exp"
"432","M1","18",0,-751,"SAME","Opaque","exp"
"433","M1","18",0,-731,"SAME","Opaque","exp"
"434","M1","18",0,-711,"SAME","Opaque","exp"
"435","M1","18",0,-691,"SAME","Opaque","exp"
"436","M1","18",0,-671,"SAME","Opaque","exp"
"437","M1","18",0,-651,"SAME","Opaque","exp"
"438","M1","18",0,-631,"SAME","Opaque","exp"
"439","M1","18",0,-611,"SAME","Opaque","exp"
"440","M1","18",0,-591,"SAME","Opaque","exp"
"441","M1","18",0,-571,"SAME","Opaque","exp"
"442","M1","18",0,-551,"SAME","Opaque","exp"
"443","M1","18",0,-531,"SAME","Opaque","exp"
"444","M1","18",0,-511,"SAME","Opaque","exp"
"445","M1","18",0,-491,"SAME","Opaque","exp"
"446","M1","18",0,-471,"SAME","Opaque","exp"
"447","M1","18",0,-451,"SAME","Opaque","exp"
"448","M1","18",0,-431,"SAME","Opaque","exp"
"449","M1","18",0,-411,"SAME","Opaque","exp"
"450","M1","18",0,-391,"SAME","Opaque","exp"
"451","M1","18",0,-371,"SAME","Opaque","exp"
"452","M1","18",0,-351,"SAME","Opaque","exp"
"453","M1","18",0,-331,"SAME","Opaque","exp"
"454","M1","18",0,-311,"SAME","Opaque","exp"
"455","M1","18",0,-291,"SAME","Opaque","exp"
"456","M1","18",0,-271,"SAME","Opaque","exp"
"457","M1","18",0,-251,"SAME","Opaque","exp"
"458","M1","18",0,-231,"SAME","Opaque","exp"
"459","M1","18",0,-211,"SAME","Opaque","exp"
"460","M1","18",0,-191,"SAME","Opaque","exp"
"461","M1","18",0,-171,"SAME","Opaque","exp"
"462","M1","18",0,-151,"SAME","Opaque","exp"
"463","M1","18",0,-131,"SAME","Opaque","exp"
"464","M1","18",0,-111,"SAME","Opaque","exp"
"465","M1","18",0,-91,"SAME","Opaque","exp"
"466","M1","18",0,-71,"SAME","Opaque","exp"
"467","M1","18",0,-51,"SAME","Opaque","exp"
"468","M1","18",0,-31,"SAME","Opaque","exp"
"469","M1","18",0,-11,"SAME","Opaque","exp"
"470","M1","18",0,9,"SAME","Opaque","exp"
"471","M1","18",0,29,"SAME","Opaque","exp"
"472","M1","18",0,49,"SAME","Opaque","exp"
"473","M1","18",0,69,"SAME","Opaque","exp"
"474","M1","18",0,89,"SAME","Opaque","exp"
"475","M1","18",0,109,"SAME","Opaque","exp"
"476","M1","18",0,129,"SAME","Opaque","exp"
"477","M1","18",0,149,"SAME","Opaque","exp"
"478","M1","18",0,169,"SAME","Opaque","exp"
"479","M1","18",0,189,"SAME","Opaque","exp"
"480","M1","18",0,209,"SAME","Opaque","exp"
"481","M1","18",0,229,"SAME","Opaque","exp"
"482","M1","18",0,249,"SAME","Opaque","exp"
"483","M1","18",0,269,"SAME","Opaque","exp"
"484","M1","18",0,289,"SAME","Opaque","exp"
"485","M1","18",0,309,"SAME","Opaque","exp"
"486","M1","18",0,329,"SAME","Opaque","exp"
"487","M1","18",0,349,"SAME","Opaque","exp"
"488","M1","18",0,369,"SAME","Opaque","exp"
"489","M1","18",0,389,"SAME","Opaque","exp"
"490","M1","18",0,409,"SAME","Opaque","exp"
"491","M1","18",0,429,"SAME","Opaque","exp"
"492","M1","18",0,449,"SAME","Opaque","exp"
"493","M1","18",0,469,"SAME","Opaque","exp"
"494","M1","18",0.25,489,"SAME","Opaque","exp"
"495","M1","18",1,509,"SAME","Opaque","exp"
"496","M1","18",1,529,"SAME","Opaque","exp"
"497","M1","2",1,-871,"DIFF","Transp","exp"
"498","M1","2",1,-851,"DIFF","Transp","exp"
"499","M1","2",1,-831,"DIFF","Transp","exp"
"500","M1","2",1,-811,"DIFF","Transp","exp"
"501","M1","2",1,-791,"DIFF","Transp","exp"
"502","M1","2",1,-771,"DIFF","Transp","exp"
"503","M1","2",1,-751,"DIFF","Transp","exp"
"504","M1","2",1,-731,"DIFF","Transp","exp"
"505","M1","2",1,-711,"DIFF","Transp","exp"
"506","M1","2",1,-691,"DIFF","Transp","exp"
"507","M1","2",1,-671,"DIFF","Transp","exp"
"508","M1","2",1,-651,"DIFF","Transp","exp"
"509","M1","2",1,-631,"DIFF","Transp","exp"
"510","M1","2",1,-611,"DIFF","Transp","exp"
"511","M1","2",1,-591,"DIFF","Transp","exp"
"512","M1","2",1,-571,"DIFF","Transp","exp"
"513","M1","2",1,-551,"DIFF","Transp","exp"
"514","M1","2",1,-531,"DIFF","Transp","exp"
"515","M1","2",1,-511,"DIFF","Transp","exp"
"516","M1","2",1,-491,"DIFF","Transp","exp"
"517","M1","2",1,-471,"DIFF","Transp","exp"
"518","M1","2",1,-451,"DIFF","Transp","exp"
"519","M1","2",1,-431,"DIFF","Transp","exp"
"520","M1","2",1,-411,"DIFF","Transp","exp"
"521","M1","2",1,-391,"DIFF","Transp","exp"
"522","M1","2",1,-371,"DIFF","Transp","exp"
"523","M1","2",1,-351,"DIFF","Transp","exp"
"524","M1","2",0.05,-331,"DIFF","Transp","exp"
"525","M1","2",0,-311,"DIFF","Transp","exp"
"526","M1","2",0,-291,"DIFF","Transp","exp"
"527","M1","2",0,-271,"DIFF","Transp","exp"
"528","M1","2",0,-251,"DIFF","Transp","exp"
