"","participant","id","TargetLooks","SEG3_onset","type","condition","exp"
"1510","M1","105",0,-47,"SAME","Transp","exp"
"1511","M1","105",0,-27,"SAME","Transp","exp"
"1512","M1","105",0,-7,"SAME","Transp","exp"
"1513","M1","105",0,13,"SAME","Transp","exp"
"1514","M1","105",0.45,33,"SAME","Transp","exp"
"1515","M1","105",1,53,"SAME","Transp","exp"
"1516","M1","105",1,73,"SAME","Transp","exp"
"1517","M1","105",1,93,"SAME","Transp","exp"
"1518","M1","105",1,113,"SAME","Transp","exp"
"1519","M1","105",1,133,"SAME","Transp","exp"
"1520","M1","105",1,153,"SAME","Transp","exp"
"1521","M1","105",1,173,"SAME","Transp","exp"
"1522","M1","105",1,193,"SAME","Transp","exp"
"1523","M1","105",1,213,"SAME","Transp","exp"
"1524","M1","105",1,233,"SAME","Transp","exp"
"1525","M1","105",1,253,"SAME","Transp","exp"
"1526","M1","105",1,273,"SAME","Transp","exp"
"1527","M1","105",1,293,"SAME","Transp","exp"
"1528","M1","105",1,313,"SAME","Transp","exp"
"1529","M1","105",1,333,"SAME","Transp","exp"
"1530","M1","105",1,353,"SAME","Transp","exp"
"1531","M1","105",1,373,"SAME","Transp","exp"
"1532","M1","105",1,393,"SAME","Transp","exp"
"1533","M1","105",1,413,"SAME","Transp","exp"
"1534","M1","105",1,433,"SAME","Transp","exp"
"1535","M1","105",1,453,"SAME","Transp","exp"
"1536","M1","105",1,473,"SAME","Transp","exp"
"1537","M1","105",1,493,"SAME","Transp","exp"
"1538","M1","105",1,513,"SAME","Transp","exp"
"1539","M1","18",1,-871,"DIFF","Opaque","exp"
"1540","M1","18",1,-851,"DIFF","Opaque","exp"
"1541","M1","18",1,-831,"DIFF","Opaque","exp"
"1542","M1","18",1,-811,"DIFF","Opaque","exp"
"1543","M1","18",1,-791,"DIFF","Opaque","exp"
"1544","M1","18",1,-771,"DIFF","Opaque","exp"
"1545","M1","18",1,-751,"DIFF","Opaque","exp"
"1546","M1","18",1,-731,"DIFF","Opaque","exp"
"1547","M1","18",1,-711,"DIFF","Opaque","exp"
"1548","M1","18",1,-691,"DIFF","Opaque","exp"
"1549","M1","18",1,-671,"DIFF","Opaque","exp"
"1550","M1","18",1,-651,"DIFF","Opaque","exp"
"1551","M1","18",1,-631,"DIFF","Opaque","exp"
"1552","M1","18",1,-611,"DIFF","Opaque","exp"
"1553","M1","18",1,-591,"DIFF","Opaque","exp"
"1554","M1","18",1,-571,"DIFF","Opaque","exp"
"1555","M1","18",1,-551,"DIFF","Opaque","exp"
"1556","M1","18",1,-531,"DIFF","Opaque","exp"
"1557","M1","18",1,-511,"DIFF","Opaque","exp"
"1558","M1","18",1,-491,"DIFF","Opaque","exp"
"1559","M1","18",1,-471,"DIFF","Opaque","exp"
"1560","M1","18",1,-451,"DIFF","Opaque","exp"
"1561","M1","18",1,-431,"DIFF","Opaque","exp"
"1562","M1","18",1,-411,"DIFF","Opaque","exp"
"1563","M1","18",1,-391,"DIFF","Opaque","exp"
"1564","M1","18",1,-371,"DIFF","Opaque","exp"
"1565","M1","18",1,-351,"DIFF","Opaque","exp"
"1566","M1","18",1,-331,"DIFF","Opaque","exp"
"1567","M1","18",1,-311,"DIFF","Opaque","exp"
"1568","M1","18",1,-291,"DIFF","Opaque","exp"
"1569","M1","18",1,-271,"DIFF","Opaque","exp"
"1570","M1","18",1,-251,"DIFF","Opaque","exp"
"1571","M1","18",1,-231,"DIFF","Opaque","exp"
"1572","M1","18",1,-211,"DIFF","Opaque","exp"
"1573","M1","18",1,-191,"DIFF","Opaque","exp"
"1574","M1","18",1,-171,"DIFF","Opaque","exp"
"1575","M1","18",1,-151,"DIFF","Opaque","exp"
"1576","M1","18",1,-131,"DIFF","Opaque","exp"
"1577","M1","18",1,-111,"DIFF","Opaque","exp"
"1578","M1","18",1,-91,"DIFF","Opaque","exp"
"1579","M1","18",1,-71,"DIFF","Opaque","exp"
"1580","M1","18",1,-51,"DIFF","Opaque","exp"
"1581","M1","18",1,-31,"DIFF","Opaque","exp"
"1582","M1","18",1,-11,"DIFF","Opaque","exp"
"1583","M1","18",1,9,"DIFF","Opaque","exp"
"1584","M1","18",1,29,"DIFF","Opaque","exp"
"1585","M1","18",1,49,"DIFF","Opaque","exp"
"1586","M1","18",1,69,"DIFF","Opaque","exp"
"1587","M1","18",1,89,"DIFF","Opaque","exp"
"1588","M1","18",1,109,"DIFF","Opaque","exp"
"1589","M1","18",1,129,"DIFF","Opaque","exp"
"1590","M1","18",1,149,"DIFF","Opaque","exp"
"1591","M1","18",1,169,"DIFF","Opaque","exp"
"1592","M1","18",1,189,"DIFF","Opaque","exp"
"1593","M1","18",1,209,"DIFF","Opaque","exp"
"1594","M1","18",1,229,"DIFF","Opaque","exp"
"1595","M1","18",1,249,"DIFF","Opaque","exp"
"1596","M1","18",1,269,"DIFF","Opaque","exp"
"1597","M1","18",1,289,"DIFF","Opaque","exp"
"1598","M1","18",1,309,"DIFF","Opaque","exp"
"1599","M1","18",1,329,"DIFF","Opaque","exp"
"1600","M1","18",1,349,"DIFF","Opaque","exp"
"1601","M1","18",1,369,"DIFF","Opaque","exp"
"1602","M1","18",1,389,"DIFF","Opaque","exp"
"1603","M1","18",1,409,"DIFF","Opaque","exp"
"1604","M1","18",1,429,"DIFF","Opaque","exp"
"1605","M1","18",1,449,"DIFF","Opaque","exp"
"1606","M1","18",1,469,"DIFF","Opaque","exp"
"1607","M1","18",1,489,"DIFF","Opaque","exp"
"1608","M1","18",1,509,"DIFF","Opaque","exp"
"1609","M1","18",1,529,"DIFF","Opaque","exp"
"1610","M1","106",1,-863,"DIFF","Transp","exp"
"1611","M1","106",1,-843,"DIFF","Transp","exp"
"1612","M1","106",1,-823,"DIFF","Transp","exp"
"1613","M1","106",1,-803,"DIFF","Transp","exp"
"1614","M1","106",1,-783,"DIFF","Transp","exp"
"1615","M1","106",1,-763,"DIFF","Transp","exp"
"1616","M1","106",1,-743,"DIFF","Transp","exp"
"1617","M1","106",1,-723,"DIFF","Transp","exp"
"1618","M1","106",1,-703,"DIFF","Transp","exp"
"1619","M1","106",1,-683,"DIFF","Transp","exp"
"1620","M1","106",1,-663,"DIFF","Transp","exp"
"1621","M1","106",1,-643,"DIFF","Transp","exp"
"1622","M1","106",1,-623,"DIFF","Transp","exp"
"1623","M1","106",1,-603,"DIFF","Transp","exp"
"1624","M1","106",1,-583,"DIFF","Transp","exp"
"1625","M1","106",1,-563,"DIFF","Transp","exp"
"1626","M1","106",1,-543,"DIFF","Transp","exp"
"1627","M1","106",1,-523,"DIFF","Transp","exp"
"1628","M1","106",1,-503,"DIFF","Transp","exp"
"1629","M1","106",1,-483,"DIFF","Transp","exp"
"1630","M1","106",1,-463,"DIFF","Transp","exp"
"1631","M1","106",1,-443,"DIFF","Transp","exp"
"1632","M1","106",1,-423,"DIFF","Transp","exp"
"1633","M1","106",1,-403,"DIFF","Transp","exp"
"1634","M1","106",1,-383,"DIFF","Transp","exp"
"1635","M1","106",1,-363,"DIFF","Transp","exp"
"1636","M1","106",1,-343,"DIFF","Transp","exp"
"1637","M1","106",1,-323,"DIFF","Transp","exp"
"1638","M1","106",1,-303,"DIFF","Transp","exp"
"1639","M1","106",1,-283,"DIFF","Transp","exp"
"1640","M1","106",1,-263,"DIFF","Transp","exp"
"1641","M1","106",1,-243,"DIFF","Transp","exp"
"1642","M1","106",1,-223,"DIFF","Transp","exp"
"1643","M1","106",1,-203,"DIFF","Transp","exp"
"1644","M1","106",1,-183,"DIFF","Transp","exp"
"1645","M1","106",1,-163,"DIFF","Transp","exp"
"1646","M1","106",1,-143,"DIFF","Transp","exp"
"1647","M1","106",1,-123,"DIFF","Transp","exp"
"1648","M1","106",1,-103,"DIFF","Transp","exp"
"1649","M1","106",1,-83,"DIFF","Transp","exp"
"1650","M1","106",1,-63,"DIFF","Transp","exp"
"1651","M1","106",1,-43,"DIFF","Transp","exp"
"1652","M1","106",1,-23,"DIFF","Transp","exp"
"1653","M1","106",1,-3,"DIFF","Transp","exp"
"1654","M1","106",1,17,"DIFF","Transp","exp"
"1655","M1","106",1,37,"DIFF","Transp","exp"
"1656","M1","106",1,57,"DIFF","Transp","exp"
"1657","M1","106",1,77,"DIFF","Transp","exp"
"1658","M1","106",1,97,"DIFF","Transp","exp"
"1659","M1","106",1,117,"DIFF","Transp","exp"
"1660","M1","106",1,137,"DIFF","Transp","exp"
"1661","M1","106",1,157,"DIFF","Transp","exp"
"1662","M1","106",1,177,"DIFF","Transp","exp"
"1663","M1","106",1,197,"DIFF","Transp","exp"
"1664","M1","106",1,217,"DIFF","Transp","exp"
"1665","M1","106",1,237,"DIFF","Transp","exp"
"1666","M1","106",1,257,"DIFF","Transp","exp"
"1667","M1","106",1,277,"DIFF","Transp","exp"
"1668","M1","106",1,297,"DIFF","Transp","exp"
"1669","M1","106",1,317,"DIFF","Transp","exp"
"1670","M1","106",1,337,"DIFF","Transp","exp"
"1671","M1","106",1,357,"DIFF","Transp","exp"
"1672","M1","106",1,377,"DIFF","Transp","exp"
"1673","M1","106",1,397,"DIFF","Transp","exp"
"1674","M1","106",1,417,"DIFF","Transp","exp"
"1675","M1","106",1,437,"DIFF","Transp","exp"
"1676","M1","106",1,457,"DIFF","Transp","exp"
"1677","M1","106",1,477,"DIFF","Transp","exp"
"1678","M1","106",1,497,"DIFF","Transp","exp"
"1679","M1","106",1,517,"DIFF","Transp","exp"
"1680","M1","107",0,-870,"SAME","Transp","exp"
"1681","M1","107",0,-850,"SAME","Transp","exp"
"1682","M1","107",0,-830,"SAME","Transp","exp"
"1683","M1","107",0,-810,"SAME","Transp","exp"
"1684","M1","107",0,-790,"SAME","Transp","exp"
"1685","M1","107",0,-770,"SAME","Transp","exp"
"1686","M1","107",0,-750,"SAME","Transp","exp"
"1687","M1","107",0,-730,"SAME","Transp","exp"
"1688","M1","107",0,-710,"SAME","Transp","exp"
"1689","M1","107",0,-690,"SAME","Transp","exp"
"1690","M1","107",0,-670,"SAME","Transp","exp"
"1691","M1","107",0,-650,"SAME","Transp","exp"
"1692","M1","107",0,-630,"SAME","Transp","exp"
"1693","M1","107",0,-610,"SAME","Transp","exp"
"1694","M1","107",0,-590,"SAME","Transp","exp"
"1695","M1","107",0,-570,"SAME","Transp","exp"
"1696","M1","107",0,-550,"SAME","Transp","exp"
"1697","M1","107",0,-530,"SAME","Transp","exp"
"1698","M1","107",0,-510,"SAME","Transp","exp"
"1699","M1","107",0,-490,"SAME","Transp","exp"
"1700","M1","107",0,-470,"SAME","Transp","exp"
"1701","M1","107",0,-450,"SAME","Transp","exp"
"1702","M1","107",0,-430,"SAME","Transp","exp"
"1703","M1","107",0,-410,"SAME","Transp","exp"
"1704","M1","107",0,-390,"SAME","Transp","exp"
"1705","M1","107",0,-370,"SAME","Transp","exp"
"1706","M1","107",0,-350,"SAME","Transp","exp"
"1707","M1","107",0,-330,"SAME","Transp","exp"
"1708","M1","107",0,-310,"SAME","Transp","exp"
"1709","M1","107",0,-290,"SAME","Transp","exp"
"1710","M1","107",0,-270,"SAME","Transp","exp"
"1711","M1","107",0,-250,"SAME","Transp","exp"
"1712","M1","107",0,-230,"SAME","Transp","exp"
"1713","M1","107",0,-210,"SAME","Transp","exp"
"1714","M1","107",0,-190,"SAME","Transp","exp"
"1715","M1","107",0,-170,"SAME","Transp","exp"
"1716","M1","107",0,-150,"SAME","Transp","exp"
"1717","M1","107",0,-130,"SAME","Transp","exp"
"1718","M1","107",0,-110,"SAME","Transp","exp"
"1719","M1","107",0,-90,"SAME","Transp","exp"
"1720","M1","107",0,-70,"SAME","Transp","exp"
"1721","M1","107",0,-50,"SAME","Transp","exp"
"1722","M1","107",0,-30,"SAME","Transp","exp"
"1723","M1","107",0,-10,"SAME","Transp","exp"
"1724","M1","107",0,10,"SAME","Transp","exp"
"1725","M1","107",0.4,30,"SAME","Transp","exp"
"1726","M1","107",1,50,"SAME","Transp","exp"
"1727","M1","107",1,70,"SAME","Transp","exp"
"1728","M1","107",1,90,"SAME","Transp","exp"
"1729","M1","107",1,110,"SAME","Transp","exp"
"1730","M1","107",1,130,"SAME","Transp","exp"
"1731","M1","107",1,150,"SAME","Transp","exp"
"1732","M1","107",1,170,"SAME","Transp","exp"
"1733","M1","107",1,190,"SAME","Transp","exp"
"1734","M1","107",1,210,"SAME","Transp","exp"
"1735","M1","107",1,230,"SAME","Transp","exp"
"1736","M1","107",1,250,"SAME","Transp","exp"
"1737","M1","107",1,270,"SAME","Transp","exp"
"1738","M1","107",1,290,"SAME","Transp","exp"
"1739","M1","107",1,310,"SAME","Transp","exp"
"1740","M1","107",1,330,"SAME","Transp","exp"
"1741","M1","107",1,350,"SAME","Transp","exp"
"1742","M1","107",1,370,"SAME","Transp","exp"
"1743","M1","107",1,390,"SAME","Transp","exp"
"1744","M1","107",1,410,"SAME","Transp","exp"
"1745","M1","107",1,430,"SAME","Transp","exp"
"1746","M1","107",1,450,"SAME","Transp","exp"
"1747","M1","107",1,470,"SAME","Transp","exp"
"1748","M1","107",1,490,"SAME","Transp","exp"
"1749","M1","107",1,510,"SAME","Transp","exp"
"1750","M1","107",1,530,"SAME","Transp","exp"
"1751","M1","20",0,-877,"DIFF","Opaque","exp"
"1752","M1","20",0,-857,"DIFF","Opaque","exp"
"1753","M1","20",0,-837,"DIFF","Opaque","exp"
"1754","M1","20",0,-817,"DIFF","Opaque","exp"
"1755","M1","20",0,-797,"DIFF","Opaque","exp"
"1756","M1","20",0,-777,"DIFF","Opaque","exp"
"1757","M1","20",0,-757,"DIFF","Opaque","exp"
"1758","M1","20",0,-737,"DIFF","Opaque","exp"
"1759","M1","20",0,-717,"DIFF","Opaque","exp"
"1760","M1","20",0,-697,"DIFF","Opaque","exp"
"1761","M1","20",0,-677,"DIFF","Opaque","exp"
"1762","M1","20",0,-657,"DIFF","Opaque","exp"
"1763","M1","20",0,-637,"DIFF","Opaque","exp"
"1764","M1","20",0,-617,"DIFF","Opaque","exp"
"1765","M1","20",0,-597,"DIFF","Opaque","exp"
"1766","M1","20",0,-577,"DIFF","Opaque","exp"
"1767","M1","20",0,-557,"DIFF","Opaque","exp"
"1768","M1","20",0,-537,"DIFF","Opaque","exp"
"1769","M1","20",0,-517,"DIFF","Opaque","exp"
"1770","M1","20",0,-497,"DIFF","Opaque","exp"
"1771","M1","20",0.75,-477,"DIFF","Opaque","exp"
"1772","M1","20",1,-457,"DIFF","Opaque","exp"
"1773","M1","20",1,-437,"DIFF","Opaque","exp"
"1774","M1","20",1,-417,"DIFF","Opaque","exp"
"1775","M1","20",1,-397,"DIFF","Opaque","exp"
"1776","M1","20",1,-377,"DIFF","Opaque","exp"
"1777","M1","20",1,-357,"DIFF","Opaque","exp"
"1778","M1","20",1,-337,"DIFF","Opaque","exp"
"1779","M1","20",1,-317,"DIFF","Opaque","exp"
"1780","M1","20",1,-297,"DIFF","Opaque","exp"
"1781","M1","20",1,-277,"DIFF","Opaque","exp"
"1782","M1","20",1,-257,"DIFF","Opaque","exp"
"1783","M1","20",1,-237,"DIFF","Opaque","exp"
"1784","M1","20",1,-217,"DIFF","Opaque","exp"
"1785","M1","20",1,-197,"DIFF","Opaque","exp"
"1786","M1","20",1,-177,"DIFF","Opaque","exp"
"1787","M1","20",1,-157,"DIFF","Opaque","exp"
"1788","M1","20",1,-137,"DIFF","Opaque","exp"
"1789","M1","20",1,-117,"DIFF","Opaque","exp"
"1790","M1","20",1,-97,"DIFF","Opaque","exp"
"1791","M1","20",1,-77,"DIFF","Opaque","exp"
"1792","M1","20",1,-57,"DIFF","Opaque","exp"
"1793","M1","20",1,-37,"DIFF","Opaque","exp"
"1794","M1","20",1,-17,"DIFF","Opaque","exp"
"1795","M1","20",1,3,"DIFF","Opaque","exp"
"1796","M1","20",1,23,"DIFF","Opaque","exp"
"1797","M1","20",1,43,"DIFF","Opaque","exp"
"1798","M1","20",1,63,"DIFF","Opaque","exp"
"1799","M1","20",1,83,"DIFF","Opaque","exp"
"1800","M1","20",1,103,"DIFF","Opaque","exp"
"1801","M1","20",1,123,"DIFF","Opaque","exp"
"1802","M1","20",1,143,"DIFF","Opaque","exp"
"1803","M1","20",1,163,"DIFF","Opaque","exp"
"1804","M1","20",1,183,"DIFF","Opaque","exp"
"1805","M1","20",1,203,"DIFF","Opaque","exp"
"1806","M1","20",1,223,"DIFF","Opaque","exp"
"1807","M1","20",1,243,"DIFF","Opaque","exp"
"1808","M1","20",1,263,"DIFF","Opaque","exp"
"1809","M1","20",1,283,"DIFF","Opaque","exp"
"1810","M1","20",1,303,"DIFF","Opaque","exp"
"1811","M1","20",1,323,"DIFF","Opaque","exp"
"1812","M1","20",1,343,"DIFF","Opaque","exp"
"1813","M1","20",1,363,"DIFF","Opaque","exp"
"1814","M1","20",1,383,"DIFF","Opaque","exp"
"1815","M1","20",1,403,"DIFF","Opaque","exp"
"1816","M1","20",1,423,"DIFF","Opaque","exp"
"1817","M1","20",1,443,"DIFF","Opaque","exp"
"1818","M1","20",1,463,"DIFF","Opaque","exp"
"1819","M1","20",1,483,"DIFF","Opaque","exp"
"1820","M1","20",1,503,"DIFF","Opaque","exp"
"1821","M1","20",1,523,"DIFF","Opaque","exp"
"1822","M1","10",1,-877,"DIFF","Transp","exp"
"1823","M1","10",1,-857,"DIFF","Transp","exp"
"1824","M1","10",1,-837,"DIFF","Transp","exp"
"1825","M1","10",1,-817,"DIFF","Transp","exp"
"1826","M1","10",1,-797,"DIFF","Transp","exp"
"1827","M1","10",1,-777,"DIFF","Transp","exp"
"1828","M1","10",1,-757,"DIFF","Transp","exp"
"1829","M1","10",1,-737,"DIFF","Transp","exp"
"1830","M1","10",1,-717,"DIFF","Transp","exp"
"1831","M1","10",1,-697,"DIFF","Transp","exp"
"1832","M1","10",1,-677,"DIFF","Transp","exp"
"1833","M1","10",1,-657,"DIFF","Transp","exp"
"1834","M1","10",1,-637,"DIFF","Transp","exp"
"1835","M1","10",1,-617,"DIFF","Transp","exp"
"1836","M1","10",1,-597,"DIFF","Transp","exp"
"1837","M1","10",1,-577,"DIFF","Transp","exp"
"1838","M1","10",1,-557,"DIFF","Transp","exp"
"1839","M1","10",1,-537,"DIFF","Transp","exp"
"1840","M1","10",1,-517,"DIFF","Transp","exp"
"1841","M1","10",1,-497,"DIFF","Transp","exp"
"1842","M1","10",1,-477,"DIFF","Transp","exp"
"1843","M1","10",1,-457,"DIFF","Transp","exp"
"1844","M1","10",1,-437,"DIFF","Transp","exp"
"1845","M1","10",1,-417,"DIFF","Transp","exp"
"1846","M1","10",1,-397,"DIFF","Transp","exp"
"1847","M1","10",1,-377,"DIFF","Transp","exp"
"1848","M1","10",1,-357,"DIFF","Transp","exp"
"1849","M1","10",1,-337,"DIFF","Transp","exp"
"1850","M1","10",1,-317,"DIFF","Transp","exp"
"1851","M1","10",1,-297,"DIFF","Transp","exp"
"1852","M1","10",1,-277,"DIFF","Transp","exp"
"1853","M1","10",1,-257,"DIFF","Transp","exp"
"1854","M1","10",1,-237,"DIFF","Transp","exp"
"1855","M1","10",1,-217,"DIFF","Transp","exp"
"1856","M1","10",1,-197,"DIFF","Transp","exp"
"1857","M1","10",1,-177,"DIFF","Transp","exp"
"1858","M1","10",1,-157,"DIFF","Transp","exp"
"1859","M1","10",1,-137,"DIFF","Transp","exp"
"1860","M1","10",1,-117,"DIFF","Transp","exp"
"1861","M1","10",1,-97,"DIFF","Transp","exp"
"1862","M1","10",1,-77,"DIFF","Transp","exp"
"1863","M1","10",1,-57,"DIFF","Transp","exp"
"1864","M1","10",1,-37,"DIFF","Transp","exp"
"1865","M1","10",1,-17,"DIFF","Transp","exp"
"1866","M1","10",1,3,"DIFF","Transp","exp"
"1867","M1","10",1,23,"DIFF","Transp","exp"
"1868","M1","10",1,43,"DIFF","Transp","exp"
"1869","M1","10",1,63,"DIFF","Transp","exp"
"1870","M1","10",1,83,"DIFF","Transp","exp"
"1871","M1","10",1,103,"DIFF","Transp","exp"
"1872","M1","10",1,123,"DIFF","Transp","exp"
"1873","M1","10",1,143,"DIFF","Transp","exp"
"1874","M1","10",1,163,"DIFF","Transp","exp"
"1875","M1","10",0.55,183,"DIFF","Transp","exp"
"1876","M1","10",0,203,"DIFF","Transp","exp"
"1877","M1","10",0,223,"DIFF","Transp","exp"
"1878","M1","10",0,243,"DIFF","Transp","exp"
"1879","M1","10",0,263,"DIFF","Transp","exp"
"1880","M1","10",0,283,"DIFF","Transp","exp"
"1881","M1","10",0,303,"DIFF","Transp","exp"
"1882","M1","10",0,323,"DIFF","Transp","exp"
"1883","M1","10",0,343,"DIFF","Transp","exp"
"1884","M1","10",0,363,"DIFF","Transp","exp"
"1885","M1","10",0,383,"DIFF","Transp","exp"
"1886","M1","10",0,403,"DIFF","Transp","exp"
"1887","M1","10",0,423,"DIFF","Transp","exp"
"1888","M1","10",0,443,"DIFF","Transp","exp"
"1889","M1","10",0,463,"DIFF","Transp","exp"
"1890","M1","10",0,483,"DIFF","Transp","exp"
"1891","M1","10",0,503,"DIFF","Transp","exp"
"1892","M1","10",0,523,"DIFF","Transp","exp"
"1893","M1","108",0,-879,"SAME","Transp","exp"
"1894","M1","108",0,-859,"SAME","Transp","exp"
"1895","M1","108",0,-839,"SAME","Transp","exp"
"1896","M1","108",0,-819,"SAME","Transp","exp"
"1897","M1","108",0,-799,"SAME","Transp","exp"
"1898","M1","108",0,-779,"SAME","Transp","exp"
"1899","M1","108",0,-759,"SAME","Transp","exp"
"1900","M1","108",0,-739,"SAME","Transp","exp"
"1901","M1","108",0,-719,"SAME","Transp","exp"
"1902","M1","108",0,-699,"SAME","Transp","exp"
"1903","M1","108",0,-679,"SAME","Transp","exp"
"1904","M1","108",0,-659,"SAME","Transp","exp"
"1905","M1","108",0,-639,"SAME","Transp","exp"
"1906","M1","108",0,-619,"SAME","Transp","exp"
"1907","M1","108",0,-599,"SAME","Transp","exp"
"1908","M1","108",0,-579,"SAME","Transp","exp"
"1909","M1","108",0,-559,"SAME","Transp","exp"
"1910","M1","108",0,-539,"SAME","Transp","exp"
"1911","M1","108",0,-519,"SAME","Transp","exp"
"1912","M1","108",0,-499,"SAME","Transp","exp"
"1913","M1","108",0,-479,"SAME","Transp","exp"
"1914","M1","108",0,-459,"SAME","Transp","exp"
"1915","M1","108",0,-439,"SAME","Transp","exp"
"1916","M1","108",0,-419,"SAME","Transp","exp"
"1917","M1","108",0,-399,"SAME","Transp","exp"
"1918","M1","108",0,-379,"SAME","Transp","exp"
"1919","M1","108",0,-359,"SAME","Transp","exp"
"1920","M1","108",0,-339,"SAME","Transp","exp"
"1921","M1","108",0,-319,"SAME","Transp","exp"
"1922","M1","108",0,-299,"SAME","Transp","exp"
"1923","M1","108",0,-279,"SAME","Transp","exp"
"1924","M1","108",0,-259,"SAME","Transp","exp"
"1925","M1","108",0,-239,"SAME","Transp","exp"
"1926","M1","108",0,-219,"SAME","Transp","exp"
"1927","M1","108",0,-199,"SAME","Transp","exp"
"1928","M1","108",0,-179,"SAME","Transp","exp"
"1929","M1","108",0,-159,"SAME","Transp","exp"
"1930","M1","108",0,-139,"SAME","Transp","exp"
"1931","M1","108",0,-119,"SAME","Transp","exp"
"1932","M1","108",0,-99,"SAME","Transp","exp"
"1933","M1","108",0,-79,"SAME","Transp","exp"
"1934","M1","108",0,-59,"SAME","Transp","exp"
"1935","M1","108",0,-39,"SAME","Transp","exp"
"1936","M1","108",0,-19,"SAME","Transp","exp"
"1937","M1","108",0,1,"SAME","Transp","exp"
"1938","M1","108",0,21,"SAME","Transp","exp"
"1939","M1","108",0,41,"SAME","Transp","exp"
"1940","M1","108",0,61,"SAME","Transp","exp"
"1941","M1","108",0,81,"SAME","Transp","exp"
"1942","M1","108",0,101,"SAME","Transp","exp"
"1943","M1","108",0,121,"SAME","Transp","exp"
"1944","M1","108",0,141,"SAME","Transp","exp"
"1945","M1","108",0,161,"SAME","Transp","exp"
"1946","M1","108",0,181,"SAME","Transp","exp"
"1947","M1","108",0.55,201,"SAME","Transp","exp"
"1948","M1","108",1,221,"SAME","Transp","exp"
"1949","M1","108",1,241,"SAME","Transp","exp"
"1950","M1","108",1,261,"SAME","Transp","exp"
"1951","M1","108",1,281,"SAME","Transp","exp"
"1952","M1","108",1,301,"SAME","Transp","exp"
"1953","M1","108",1,321,"SAME","Transp","exp"
"1954","M1","108",1,341,"SAME","Transp","exp"
"1955","M1","108",1,361,"SAME","Transp","exp"
"1956","M1","108",1,381,"SAME","Transp","exp"
"1957","M1","108",1,401,"SAME","Transp","exp"
"1958","M1","108",1,421,"SAME","Transp","exp"
"1959","M1","108",1,441,"SAME","Transp","exp"
"1960","M1","108",1,461,"SAME","Transp","exp"
"1961","M1","108",1,481,"SAME","Transp","exp"
"1962","M1","108",1,501,"SAME","Transp","exp"
"1963","M1","108",1,521,"SAME","Transp","exp"
"1964","M1","16",0,-871,"DIFF","Opaque","exp"
"1965","M1","16",0,-851,"DIFF","Opaque","exp"
"1966","M1","16",0,-831,"DIFF","Opaque","exp"
"1967","M1","16",0,-811,"DIFF","Opaque","exp"
"1968","M1","16",0,-791,"DIFF","Opaque","exp"
"1969","M1","16",0,-771,"DIFF","Opaque","exp"
"1970","M1","16",0,-751,"DIFF","Opaque","exp"
"1971","M1","16",0,-731,"DIFF","Opaque","exp"
"1972","M1","16",0,-711,"DIFF","Opaque","exp"
"1973","M1","16",0,-691,"DIFF","Opaque","exp"
"1974","M1","16",0,-671,"DIFF","Opaque","exp"
"1975","M1","16",0,-651,"DIFF","Opaque","exp"
"1976","M1","16",0,-631,"DIFF","Opaque","exp"
"1977","M1","16",0,-611,"DIFF","Opaque","exp"
"1978","M1","16",0,-591,"DIFF","Opaque","exp"
"1979","M1","16",0,-571,"DIFF","Opaque","exp"
"1980","M1","16",0,-551,"DIFF","Opaque","exp"
"1981","M1","16",0,-531,"DIFF","Opaque","exp"
"1982","M1","16",0,-511,"DIFF","Opaque","exp"
"1983","M1","16",0,-491,"DIFF","Opaque","exp"
"1984","M1","16",0,-471,"DIFF","Opaque","exp"
"1985","M1","16",0,-451,"DIFF","Opaque","exp"
"1986","M1","16",0,-431,"DIFF","Opaque","exp"
"1987","M1","16",0,-411,"DIFF","Opaque","exp"
"1988","M1","16",0,-391,"DIFF","Opaque","exp"
"1989","M1","16",0.8,-371,"DIFF","Opaque","exp"
"1990","M1","16",1,-351,"DIFF","Opaque","exp"
"1991","M1","16",1,-331,"DIFF","Opaque","exp"
"1992","M1","16",1,-311,"DIFF","Opaque","exp"
"1993","M1","16",1,-291,"DIFF","Opaque","exp"
"1994","M1","16",1,-271,"DIFF","Opaque","exp"
"1995","M1","16",1,-251,"DIFF","Opaque","exp"
"1996","M1","16",1,-231,"DIFF","Opaque","exp"
"1997","M1","16",1,-211,"DIFF","Opaque","exp"
"1998","M1","16",1,-191,"DIFF","Opaque","exp"
"1999","M1","16",1,-171,"DIFF","Opaque","exp"
"2000","M1","16",1,-151,"DIFF","Opaque","exp"
"2001","M1","16",1,-131,"DIFF","Opaque","exp"
"2002","M1","16",1,-111,"DIFF","Opaque","exp"
"2003","M1","16",1,-91,"DIFF","Opaque","exp"
"2004","M1","16",1,-71,"DIFF","Opaque","exp"
"2005","M1","16",1,-51,"DIFF","Opaque","exp"
"2006","M1","16",1,-31,"DIFF","Opaque","exp"
"2007","M1","16",1,-11,"DIFF","Opaque","exp"
"2008","M1","16",1,9,"DIFF","Opaque","exp"
"2009","M1","16",1,29,"DIFF","Opaque","exp"
"2010","M1","16",1,49,"DIFF","Opaque","exp"
"2011","M1","16",1,69,"DIFF","Opaque","exp"
"2012","M1","16",1,89,"DIFF","Opaque","exp"
"2013","M1","16",1,109,"DIFF","Opaque","exp"
