"participant","stimulus_audio","length_audio","stimulus_picture","response_time","accuracy","accuracy_num","condition","congruency","category"
"2884","traktor_incorrect",1150,"Traktor",1964,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"2884","kamel_incorrect",1240,"Kamel",1026,"incorrect","0","FPM","incongruent","Saeugetiere"
"2884","zwiebel_word",1250,"Avocado",1299,"correct","1","WPM","incongruent","Gemuese"
"2884","baer_incorrect",950,"Baer",1511,"correct","1","FPM","incongruent","Saeugetiere"
"2884","seehund_correct",1210,"Seehund",1131,"incorrect","0","FPM","congruent","Saeugetiere"
"2884","faehre_incorrect",940,"Faehre",839,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"2884","saege_correct",1030,"Saege",1443,"incorrect","0","FPM","congruent","Werkzeug"
"2884","brokkoli_incorrect",1250,"Brokkoli",1412,"incorrect","0","FPM","incongruent","Gemuese"
"2884","handschuh_word",1180,"Handschuh",1002,"incorrect","0","WPM","congruent","Kleidung"
"2884","kohlrabi_incorrect",1110,"Kohlrabi",1239,"incorrect","0","FPM","incongruent","Gemuese"
"2884","jeans_word",1280,"Socke",1274,"correct","1","WPM","incongruent","Kleidung"
"2884","zug_correct",870,"Zug",1851,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"2884","orange_word",1230,"Aprikose",1216,"incorrect","0","WPM","incongruent","Fruechte"
"2884","radieschen_word",1370,"Radieschen",943,"correct","1","WPM","congruent","Gemuese"
"2884","biber_word",1130,"Biber",902,"correct","1","WPM","congruent","Saeugetiere"
"2884","schaukelstuhl_word",1430,"Drehstuhl",1286,"incorrect","0","WPM","incongruent","Moebel"
"2884","dattel_word",1170,"Dattel",1490,"incorrect","0","WPM","congruent","Fruechte"
"2884","wellensittich_word",1510,"Reiher",834,"incorrect","0","WPM","incongruent","Voegel"
"2884","avocado_word",1440,"Zwiebel",1479,"correct","1","WPM","incongruent","Gemuese"
"2884","sofa_word",1200,"Tisch",849,"correct","1","WPM","incongruent","Moebel"
"2884","spatz_word",1150,"Spatz",1027,"incorrect","0","WPM","congruent","Voegel"
"2884","wiege_correct",1210,"Wiege",1355,"correct","1","FPM","congruent","Moebel"
"2884","aprikose_word",1440,"Orange",1135,"correct","1","WPM","incongruent","Fruechte"
"2884","wellensittich_correct",1110,"Wellensittich",1003,"correct","1","FPM","congruent","Voegel"
"2884","hemd_word",1110,"Schal",823,"incorrect","0","WPM","incongruent","Kleidung"
"2884","gans_correct",1220,"Gans",1049,"incorrect","0","FPM","congruent","Voegel"
"2884","banane_word",1320,"Zitrone",1514,"incorrect","0","WPM","incongruent","Fruechte"
"2884","radieschen_incorrect",1350,"Radieschen",2015,"incorrect","0","FPM","incongruent","Gemuese"
"2884","avocado_correct",1290,"Avocado",1735,"incorrect","0","FPM","congruent","Gemuese"
"2884","schraubenzieher_incorrect",1280,"Schraubenzieher",1499,"incorrect","0","FPM","incongruent","Werkzeug"
"2884","ente_word",1220,"Ente",1147,"incorrect","0","WPM","congruent","Voegel"
"2884","fledermaus_correct",1000,"Fledermaus",1463,"correct","1","FPM","congruent","Saeugetiere"
"2884","reiher_word",1180,"Wellensittich",931,"incorrect","0","WPM","incongruent","Voegel"
"2884","moehre_word",1170,"Paprika",1158,"correct","1","WPM","incongruent","Gemuese"
"2884","spargel_correct",1440,"Spargel",1901,"incorrect","0","FPM","congruent","Gemuese"
"2884","bueffel_word",1150,"Bueffel",1128,"correct","1","WPM","congruent","Saeugetiere"
"2884","meissel_incorrect",1150,"Meissel",1044,"incorrect","0","FPM","incongruent","Werkzeug"
"2884","lama_word",1240,"Lama",1106,"incorrect","0","WPM","congruent","Saeugetiere"
"2884","hubschrauber_word",1300,"Kanu",1162,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"2884","bank_incorrect",1210,"Bank",1151,"correct","1","FPM","incongruent","Moebel"
"2884","walze_word",1300,"Walze",1062,"incorrect","0","WPM","congruent","Werkzeug"
"2884","blaubeere_word",1450,"Blaubeere",996,"correct","1","WPM","congruent","Fruechte"
"2884","schaukelstuhl_correct",1030,"Schaukelstuhl",2012,"correct","1","FPM","congruent","Moebel"
"2884","hut_word",1120,"Kleid",1508,"correct","1","WPM","incongruent","Kleidung"
"2884","brokkoli_word",1100,"Brokkoli",948,"incorrect","0","WPM","congruent","Gemuese"
"2884","schlitten_incorrect",1330,"Schlitten",1187,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"2884","birne_incorrect",1510,"Birne",1974,"incorrect","0","FPM","incongruent","Fruechte"
"2884","maurerkelle_correct",870,"Maurerkelle",1633,"incorrect","0","FPM","congruent","Werkzeug"
"2884","schrank_word",1150,"Schrank",898,"incorrect","0","WPM","congruent","Moebel"
"2884","bueffel_incorrect",1220,"Bueffel",1697,"incorrect","0","FPM","incongruent","Saeugetiere"
"2884","kamel_word",1190,"Kamel",1024,"correct","1","WPM","congruent","Saeugetiere"
"2884","wiege_word",1190,"Truhe",1243,"correct","1","WPM","incongruent","Moebel"
"2884","bluse_incorrect",1010,"Bluse",1530,"correct","1","FPM","incongruent","Kleidung"
"2884","tiger_incorrect",1410,"Tiger",2013,"incorrect","0","FPM","incongruent","Saeugetiere"
"2884","schrank_incorrect",990,"Schrank",1379,"correct","1","FPM","incongruent","Moebel"
"2884","sichel_incorrect",1170,"Sichel",1102,"correct","1","FPM","incongruent","Werkzeug"
"2884","sessel_incorrect",1040,"Sessel",1061,"correct","1","FPM","incongruent","Moebel"
"2884","hose_word",1240,"Hose",892,"incorrect","0","WPM","congruent","Kleidung"
"2884","sellerie_word",1110,"Sellerie",1599,"incorrect","0","WPM","congruent","Gemuese"
"2884","adler_word",1210,"Pinguin",1169,"incorrect","0","WPM","incongruent","Voegel"
"2884","kleid_correct",1430,"Kleid",1677,"incorrect","0","FPM","congruent","Kleidung"
"2884","eichhoernchen_correct",990,"Eichhoernchen",1970,"incorrect","0","FPM","congruent","Saeugetiere"
"2884","blaubeere_incorrect",1310,"Blaubeere",1521,"incorrect","0","FPM","incongruent","Fruechte"
"2884","zitrone_correct",890,"Zitrone",1482,"correct","1","FPM","congruent","Fruechte"
"2884","tisch_correct",1220,"Tisch",1105,"incorrect","0","FPM","congruent","Moebel"
"2884","fahrrad_word",1350,"Rollschuh",1149,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"2884","hobel_word",1190,"Hobel",963,"correct","1","WPM","congruent","Werkzeug"
"2884","eule_word",1220,"Eule",823,"incorrect","0","WPM","congruent","Voegel"
"2884","feile_correct",820,"Feile",951,"correct","1","FPM","congruent","Werkzeug"
"2884","kanu_word",1260,"Hubschrauber",902,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"2884","pullover_incorrect",1030,"Pullover",2095,"incorrect","0","FPM","incongruent","Kleidung"
"2884","meissel_word",1190,"Meissel",1129,"incorrect","0","WPM","congruent","Werkzeug"
"2884","socke_word",1220,"Jeans",996,"correct","1","WPM","incongruent","Kleidung"
"2884","geier_word",1120,"Geier",1028,"correct","1","WPM","congruent","Voegel"
"2884","zitrone_word",1400,"Banane",1106,"correct","1","WPM","incongruent","Fruechte"
"2884","ente_incorrect",1450,"Ente",1359,"incorrect","0","FPM","incongruent","Voegel"
"2884","mantel_incorrect",920,"Mantel",1560,"correct","1","FPM","incongruent","Kleidung"
"2884","schal_correct",1080,"Schal",1165,"incorrect","0","FPM","congruent","Kleidung"
"2884","hut_correct",1290,"Hut",1461,"incorrect","0","FPM","congruent","Kleidung"
"2884","walze_incorrect",1230,"Walze",887,"incorrect","0","FPM","incongruent","Werkzeug"
"2884","kuerbis_word",1300,"Kuerbis",1174,"correct","1","WPM","congruent","Gemuese"
"2884","mantel_word",1020,"Mantel",1319,"incorrect","0","WPM","congruent","Kleidung"
"2884","spargel_word",1100,"Mais",752,"incorrect","0","WPM","incongruent","Gemuese"
"2884","hemd_correct",1360,"Hemd",1079,"correct","1","FPM","congruent","Kleidung"
"2884","ananas_word",1320,"Ananas",739,"incorrect","0","WPM","congruent","Fruechte"
"2884","moewe_incorrect",1190,"Moewe",1969,"incorrect","0","FPM","incongruent","Voegel"
"2884","kirsche_correct",1250,"Kirsche",2039,"correct","1","FPM","congruent","Fruechte"
"2884","schlitten_word",1130,"Schlitten",949,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"2884","kutsche_incorrect",1320,"Kutsche",1449,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"2884","hose_incorrect",1020,"Hose",1220,"incorrect","0","FPM","incongruent","Kleidung"
"2884","kohlrabi_word",1310,"Kohlrabi",816,"incorrect","0","WPM","congruent","Gemuese"
"2884","weisskohl_incorrect",970,"Weisskohl",1237,"correct","1","FPM","incongruent","Gemuese"
"2884","kanu_correct",1180,"Kanu",1229,"correct","1","FPM","congruent","Fortbewegungsmittel"
"2884","paprika_correct",1000,"Paprika",1531,"incorrect","0","FPM","congruent","Gemuese"
"2884","regal_word",1190,"Regal",827,"correct","1","WPM","congruent","Moebel"
"2884","schleifpapier_incorrect",1130,"Schleifpapier",939,"incorrect","0","FPM","incongruent","Werkzeug"
"2884","taxi_incorrect",1170,"Taxi",2131,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"2884","spatz_incorrect",1380,"Spatz",2160,"correct","1","FPM","incongruent","Voegel"
"2884","biber_incorrect",960,"Biber",705,"correct","1","FPM","incongruent","Saeugetiere"
"2884","bluse_word",1340,"Bluse",784,"incorrect","0","WPM","congruent","Kleidung"
"2884","bohrmaschine_word",1530,"Saege",694,"correct","1","WPM","incongruent","Werkzeug"
"2884","axt_word",1140,"Harke",1307,"incorrect","0","WPM","incongruent","Werkzeug"
"2884","traktor_word",1320,"Traktor",663,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"2884","ziege_word",1310,"Fledermaus",792,"correct","1","WPM","incongruent","Saeugetiere"
"2884","orange_correct",1300,"Orange",1123,"correct","1","FPM","congruent","Fruechte"
"2884","kirsche_word",1190,"Kirsche",689,"correct","1","WPM","congruent","Fruechte"
"2884","feile_word",1220,"Feile",806,"correct","1","WPM","congruent","Werkzeug"
"2884","sofa_word",1200,"Sofa",660,"correct","1","WPM","congruent","Moebel"
"2884","eichhoernchen_word",1430,"Eichhoernchen",668,"correct","1","WPM","congruent","Saeugetiere"
"2884","bluse_word",1340,"Hose",672,"correct","1","WPM","incongruent","Kleidung"
"2884","weintraube_word",1460,"Kokosnuss",985,"correct","1","WPM","incongruent","Fruechte"
"2884","regal_correct",980,"Regal",1488,"correct","1","FPM","congruent","Moebel"
"2884","kommode_correct",1210,"Kommode",986,"correct","1","FPM","congruent","Moebel"
"2884","pinguin_word",1200,"Pinguin",657,"correct","1","WPM","congruent","Voegel"
"2884","kohlrabi_correct",1250,"Kohlrabi",1024,"correct","1","FPM","congruent","Gemuese"
"2884","hubschrauber_incorrect",1180,"Hubschrauber",925,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"2884","hose_correct",1010,"Hose",1013,"correct","1","FPM","congruent","Kleidung"
"2884","hocker_correct",1220,"Hocker",592,"correct","1","FPM","congruent","Moebel"
"2884","zwiebel_incorrect",1290,"Zwiebel",1244,"correct","1","FPM","incongruent","Gemuese"
"2884","maurerkelle_incorrect",820,"Maurerkelle",1792,"correct","1","FPM","incongruent","Werkzeug"
"2884","schaukelstuhl_incorrect",940,"Schaukelstuhl",1224,"correct","1","FPM","incongruent","Moebel"
"2884","zitrone_incorrect",970,"Zitrone",1322,"correct","1","FPM","incongruent","Fruechte"
"2884","traktor_correct",1050,"Traktor",993,"correct","1","FPM","congruent","Fortbewegungsmittel"
"2884","drehstuhl_incorrect",1030,"Drehstuhl",1311,"correct","1","FPM","incongruent","Moebel"
"2884","meissel_correct",1170,"Meissel",1495,"correct","1","FPM","congruent","Werkzeug"
"2884","bank_correct",1240,"Bank",1063,"correct","1","FPM","congruent","Moebel"
"2884","kiwi_word",1190,"Kiwi",691,"correct","1","WPM","congruent","Fruechte"
"2884","fuchs_incorrect",1360,"Fuchs",1408,"correct","1","FPM","incongruent","Saeugetiere"
"2884","baer_word",1130,"Lama",1154,"correct","1","WPM","incongruent","Saeugetiere"
"2884","tisch_word",1040,"Tisch",554,"correct","1","WPM","congruent","Moebel"
"2884","meise_word",1210,"Moewe",1531,"correct","1","WPM","incongruent","Voegel"
"2884","sessel_word",1130,"Schrank",739,"correct","1","WPM","incongruent","Moebel"
"2884","gans_incorrect",950,"Gans",1295,"correct","1","FPM","incongruent","Voegel"
"2884","zwiebel_word",1250,"Zwiebel",704,"correct","1","WPM","congruent","Gemuese"
"2884","biber_correct",1240,"Biber",1128,"correct","1","FPM","congruent","Saeugetiere"
"2884","weisskohl_correct",1080,"Weisskohl",950,"correct","1","FPM","congruent","Gemuese"
"2884","axt_incorrect",1170,"Axt",767,"correct","1","FPM","incongruent","Werkzeug"
"2884","bohrmaschine_incorrect",1030,"Bohrmaschine",961,"correct","1","FPM","incongruent","Werkzeug"
"2884","brokkoli_correct",1110,"Brokkoli",1041,"correct","1","FPM","congruent","Gemuese"
"2884","eule_correct",1450,"Eule",992,"correct","1","FPM","congruent","Voegel"
"2884","birne_correct",1310,"Birne",1058,"correct","1","FPM","congruent","Fruechte"
"2884","sellerie_correct",970,"Sellerie",2159,"incorrect","0","FPM","congruent","Gemuese"
"2884","fahrrad_word",1350,"Fahrrad",916,"correct","1","WPM","congruent","Fortbewegungsmittel"
"2884","handschuh_word",1180,"Mantel",701,"correct","1","WPM","incongruent","Kleidung"
"2884","wellensittich_word",1510,"Wellensittich",483,"correct","1","WPM","congruent","Voegel"
"2884","orange_word",1230,"Orange",576,"correct","1","WPM","congruent","Fruechte"
"2884","reiher_incorrect",1110,"Reiher",1355,"correct","1","FPM","incongruent","Voegel"
"2884","axt_word",1140,"Axt",1063,"correct","1","WPM","congruent","Werkzeug"
"2884","wiege_word",1190,"Wiege",861,"correct","1","WPM","congruent","Moebel"
"2884","kiwi_incorrect",1250,"Kiwi",1833,"correct","1","FPM","incongruent","Fruechte"
"2884","eule_word",1220,"Ente",1181,"correct","1","WPM","incongruent","Voegel"
"2884","ananas_word",1320,"Dattel",824,"correct","1","WPM","incongruent","Fruechte"
"2884","lama_correct",950,"Lama",1078,"correct","1","FPM","congruent","Saeugetiere"
"2884","kuerbis_word",1300,"Radieschen",748,"correct","1","WPM","incongruent","Gemuese"
"2884","moewe_correct",1090,"Moewe",1041,"correct","1","FPM","congruent","Voegel"
"2884","fahrrad_incorrect",990,"Fahrrad",1503,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"2884","weisskohl_word",1160,"Sellerie",956,"correct","1","WPM","incongruent","Gemuese"
"2884","schiff_word",1040,"Traktor",790,"correct","1","WPM","incongruent","Fortbewegungsmittel"
"2884","hemd_word",1110,"Hemd",794,"incorrect","0","WPM","congruent","Kleidung"
"2884","wiege_incorrect",1200,"Wiege",891,"incorrect","0","FPM","incongruent","Moebel"
"2884","bueffel_word",1150,"Tiger",739,"correct","1","WPM","incongruent","Saeugetiere"
"2884","blaubeere_word",1450,"Birne",645,"correct","1","WPM","incongruent","Fruechte"
"2884","moehre_incorrect",1000,"Moehre",1244,"correct","1","FPM","incongruent","Gemuese"
"2884","wal_incorrect",1060,"Wal",1275,"correct","1","FPM","incongruent","Saeugetiere"
"2884","kamel_correct",960,"Kamel",784,"incorrect","0","FPM","congruent","Saeugetiere"
"2884","schleifpapier_correct",1280,"Schleifpapier",754,"correct","1","FPM","congruent","Werkzeug"
"2884","kokosnuss_word",1510,"Weintraube",643,"incorrect","0","WPM","incongruent","Fruechte"
"2884","kanu_incorrect",1270,"Kanu",1312,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"2884","zitrone_word",1400,"Zitrone",586,"incorrect","0","WPM","congruent","Fruechte"
"2884","truhe_incorrect",1210,"Truhe",1284,"incorrect","0","FPM","incongruent","Moebel"
"2884","hobel_correct",1150,"Hobel",976,"incorrect","0","FPM","congruent","Werkzeug"
"2884","bueffel_correct",1410,"Bueffel",1407,"correct","1","FPM","congruent","Saeugetiere"
"2884","paprika_word",1330,"Paprika",670,"correct","1","WPM","congruent","Gemuese"
"2884","meise_correct",1190,"Meise",1971,"correct","1","FPM","congruent","Voegel"
"2884","hubschrauber_word",1300,"Hubschrauber",671,"correct","1","WPM","congruent","Fortbewegungsmittel"
"2884","kommode_word",1410,"Bank",790,"incorrect","0","WPM","incongruent","Moebel"
"2884","spatz_correct",1460,"Spatz",1583,"incorrect","0","FPM","congruent","Voegel"
"2884","pullover_word",1290,"Schlafanzug",1032,"correct","1","WPM","incongruent","Kleidung"
"2884","hut_word",1120,"Hut",752,"incorrect","0","WPM","congruent","Kleidung"
"2884","elster_word",1330,"Elster",1061,"correct","1","WPM","congruent","Voegel"
"2884","schlitten_word",1130,"Taxi",707,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"2884","harke_word",1240,"Harke",596,"incorrect","0","WPM","congruent","Werkzeug"
"2884","geier_correct",1380,"Geier",1566,"correct","1","FPM","congruent","Voegel"
"2884","ente_correct",1370,"Ente",896,"correct","1","FPM","congruent","Voegel"
"2884","walze_word",1300,"Sichel",1265,"incorrect","0","WPM","incongruent","Werkzeug"
"2884","sichel_word",1210,"Walze",1521,"correct","1","WPM","incongruent","Werkzeug"
"2884","kirsche_incorrect",900,"Kirsche",744,"correct","1","FPM","incongruent","Fruechte"
"2884","schlafanzug_word",1530,"Pullover",1009,"correct","1","WPM","incongruent","Kleidung"
"2884","radieschen_correct",1440,"Radieschen",1140,"incorrect","0","FPM","congruent","Gemuese"
"2884","fuchs_word",1100,"Fuchs",695,"correct","1","WPM","congruent","Saeugetiere"
"2884","avocado_word",1440,"Avocado",1028,"correct","1","WPM","congruent","Gemuese"
"2884","saege_word",1220,"Saege",958,"correct","1","WPM","congruent","Werkzeug"
"2884","faehre_word",1240,"Kutsche",1019,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"2884","taxi_correct",1330,"Taxi",1233,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"2884","reiher_word",1180,"Reiher",762,"correct","1","WPM","congruent","Voegel"
"2884","flugzeug_incorrect",870,"Flugzeug",1471,"incorrect","0","FPM","incongruent","Fortbewegungsmittel"
"2884","ziege_word",1310,"Ziege",655,"incorrect","0","WPM","congruent","Saeugetiere"
"2884","kutsche_word",1210,"Faehre",1090,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"2884","pullover_correct",1320,"Pullover",1158,"incorrect","0","FPM","congruent","Kleidung"
"2884","eichhoernchen_incorrect",1210,"Eichhoernchen",1304,"incorrect","0","FPM","incongruent","Saeugetiere"
"2884","elster_incorrect",1220,"Elster",1535,"correct","1","FPM","incongruent","Voegel"
"2884","kanu_word",1260,"Kanu",871,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"2884","truhe_word",1190,"Truhe",693,"correct","1","WPM","congruent","Moebel"
"2884","schleifpapier_word",1400,"Schraubenzieher",568,"incorrect","0","WPM","incongruent","Werkzeug"
"2884","dattel_word",1170,"Ananas",1150,"correct","1","WPM","incongruent","Fruechte"
"2884","schraubenzieher_word",1420,"Schleifpapier",728,"correct","1","WPM","incongruent","Werkzeug"
"2884","aprikose_incorrect",1300,"Aprikose",1969,"correct","1","FPM","incongruent","Fruechte"
"2884","drehstuhl_word",1390,"Drehstuhl",763,"incorrect","0","WPM","congruent","Moebel"
"2884","jeans_word",1280,"Jeans",563,"correct","1","WPM","congruent","Kleidung"
"2884","spargel_incorrect",930,"Spargel",1141,"incorrect","0","FPM","incongruent","Gemuese"
"2884","handschuh_correct",920,"Handschuh",1103,"incorrect","0","FPM","congruent","Kleidung"
"2884","hemd_incorrect",1080,"Hemd",1079,"incorrect","0","FPM","incongruent","Kleidung"
"2884","mais_word",860,"Mais",797,"incorrect","0","WPM","congruent","Gemuese"
"2884","sichel_correct",1230,"Sichel",1281,"correct","1","FPM","congruent","Werkzeug"
"2884","hose_word",1240,"Bluse",732,"incorrect","0","WPM","incongruent","Kleidung"
"2884","faehre_correct",1320,"Faehre",1396,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"2884","kuerbis_correct",1350,"Kuerbis",1530,"correct","1","FPM","congruent","Gemuese"
"2884","hobel_word",1190,"Meissel",1021,"incorrect","0","WPM","incongruent","Werkzeug"
"2884","kleid_word",1210,"Kleid",977,"incorrect","0","WPM","congruent","Kleidung"
"2884","kokosnuss_correct",980,"Kokosnuss",1722,"correct","1","FPM","congruent","Fruechte"
"2884","schal_word",1040,"Schal",1305,"correct","1","WPM","congruent","Kleidung"
"2884","avocado_incorrect",940,"Avocado",1202,"incorrect","0","FPM","incongruent","Gemuese"
"2884","orange_incorrect",1670,"Orange",1508,"correct","1","FPM","incongruent","Fruechte"
"2884","wal_word",1100,"Wal",799,"incorrect","0","WPM","congruent","Saeugetiere"
"2884","baer_correct",940,"Baer",1302,"correct","1","FPM","congruent","Saeugetiere"
"2884","traktor_word",1320,"Schiff",592,"incorrect","0","WPM","incongruent","Fortbewegungsmittel"
"2884","schraubenzieher_correct",1130,"Schraubenzieher",1182,"incorrect","0","FPM","congruent","Werkzeug"
"2884","maurerkelle_word",1390,"Maurerkelle",864,"correct","1","WPM","congruent","Werkzeug"
"2884","lama_word",1240,"Baer",710,"incorrect","0","WPM","incongruent","Saeugetiere"
"2884","tisch_incorrect",1110,"Tisch",1093,"correct","1","FPM","incongruent","Moebel"
"2884","geier_word",1120,"Spatz",897,"correct","1","WPM","incongruent","Voegel"
"2884","paprika_incorrect",1130,"Paprika",1021,"correct","1","FPM","incongruent","Gemuese"
"2884","rollschuh_word",1150,"Rollschuh",601,"incorrect","0","WPM","congruent","Fortbewegungsmittel"
"2884","ente_word",1220,"Eule",580,"correct","1","WPM","incongruent","Voegel"
"2884","sessel_correct",990,"Sessel",919,"correct","1","FPM","congruent","Moebel"
"2884","sellerie_word",1110,"Weisskohl",850,"correct","1","WPM","incongruent","Gemuese"
"2884","zug_word",960,"Zug",1190,"correct","1","WPM","congruent","Fortbewegungsmittel"
"2884","saege_incorrect",1180,"Saege",621,"correct","1","FPM","incongruent","Werkzeug"
"2884","fledermaus_word",1580,"Fledermaus",565,"correct","1","WPM","congruent","Saeugetiere"
"2884","hocker_word",1110,"Regal",906,"correct","1","WPM","incongruent","Moebel"
"2884","moewe_word",1240,"Meise",723,"incorrect","0","WPM","incongruent","Voegel"
"2884","adler_word",1210,"Adler",803,"incorrect","0","WPM","congruent","Voegel"
"2884","socke_incorrect",1590,"Socke",882,"correct","1","FPM","incongruent","Kleidung"
"2884","seehund_word",1380,"Seehund",853,"correct","1","WPM","congruent","Saeugetiere"
"2884","schrank_word",1150,"Sessel",671,"correct","1","WPM","incongruent","Moebel"
"2884","adler_incorrect",1210,"Adler",1760,"correct","1","FPM","incongruent","Voegel"
"2884","schlitten_correct",1170,"Schlitten",1373,"correct","1","FPM","congruent","Fortbewegungsmittel"
"2884","bohrmaschine_word",1530,"Bohrmaschine",638,"incorrect","0","WPM","congruent","Werkzeug"
"2884","pinguin_incorrect",940,"Pinguin",1097,"correct","1","FPM","incongruent","Voegel"
"2884","socke_word",1220,"Socke",647,"correct","1","WPM","congruent","Kleidung"
"2884","kamel_word",1190,"Biber",600,"correct","1","WPM","incongruent","Saeugetiere"
"2884","gans_word",1110,"Gans",890,"correct","1","WPM","congruent","Voegel"
"2884","aprikose_word",1440,"Aprikose",645,"incorrect","0","WPM","congruent","Fruechte"
"2884","brokkoli_word",1100,"Kohlrabi",1544,"incorrect","0","WPM","incongruent","Gemuese"
"2884","spatz_word",1150,"Geier",891,"incorrect","0","WPM","incongruent","Voegel"
"2884","birne_word",1160,"Blaubeere",547,"correct","1","WPM","incongruent","Fruechte"
"2884","walze_correct",1170,"Walze",1055,"incorrect","0","FPM","congruent","Werkzeug"
"2884","banane_word",1320,"Banane",590,"incorrect","0","WPM","congruent","Fruechte"
"2884","kutsche_correct",940,"Kutsche",812,"correct","1","FPM","congruent","Fortbewegungsmittel"
"2884","bluse_correct",1020,"Bluse",801,"correct","1","FPM","congruent","Kleidung"
"2884","seehund_incorrect",990,"Seehund",1165,"correct","1","FPM","incongruent","Saeugetiere"
"2884","tiger_correct",1220,"Tiger",1586,"correct","1","FPM","congruent","Saeugetiere"
"2884","harke_incorrect",1290,"Harke",894,"incorrect","0","FPM","incongruent","Werkzeug"
"2884","biber_word",1130,"Kamel",743,"correct","1","WPM","incongruent","Saeugetiere"
"2884","schrank_correct",1040,"Schrank",593,"correct","1","FPM","congruent","Moebel"
"2884","schaukelstuhl_word",1430,"Schaukelstuhl",906,"incorrect","0","WPM","congruent","Moebel"
"2884","regal_word",1190,"Hocker",795,"correct","1","WPM","incongruent","Moebel"
"2884","blaubeere_correct",1510,"Blaubeere",1645,"correct","1","FPM","congruent","Fruechte"
"2884","moehre_word",1170,"Moehre",855,"correct","1","WPM","congruent","Gemuese"
"2884","tiger_word",1210,"Bueffel",483,"correct","1","WPM","incongruent","Saeugetiere"
"2884","jeans_incorrect",1300,"Jeans",1531,"correct","1","FPM","incongruent","Kleidung"
"2884","mantel_correct",1130,"Mantel",1120,"correct","1","FPM","congruent","Kleidung"
"2884","spargel_word",1100,"Spargel",1190,"correct","1","WPM","congruent","Gemuese"
"2884","zug_incorrect",930,"Zug",1501,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"2884","kohlrabi_word",1310,"Brokkoli",710,"correct","1","WPM","incongruent","Gemuese"
"2884","ziege_incorrect",1000,"Ziege",644,"correct","1","FPM","incongruent","Saeugetiere"
"2884","weintraube_correct",1000,"Weintraube",980,"incorrect","0","FPM","congruent","Fruechte"
"2884","rollschuh_incorrect",1070,"Rollschuh",1019,"correct","1","FPM","incongruent","Fortbewegungsmittel"
"2884","kleid_incorrect",1290,"Kleid",940,"correct","1","FPM","incongruent","Kleidung"
"2884","wellensittich_incorrect",1020,"Wellensittich",1015,"correct","1","FPM","incongruent","Voegel"
"2884","banane_incorrect",890,"Banane",1423,"correct","1","FPM","incongruent","Fruechte"
"2884","mais_incorrect",1440,"Mais",1565,"correct","1","FPM","incongruent","Gemuese"
"2884","hut_incorrect",1430,"Hut",1305,"correct","1","FPM","incongruent","Kleidung"
"2884","fledermaus_incorrect",1230,"Fledermaus",1662,"correct","1","FPM","incongruent","Saeugetiere"
"2884","dattel_correct",1280,"Dattel",1813,"incorrect","0","FPM","congruent","Fruechte"
"2884","flugzeug_word",1410,"Flugzeug",820,"correct","1","WPM","congruent","Fortbewegungsmittel"
"2884","radieschen_word",1370,"Kuerbis",1231,"correct","1","WPM","incongruent","Gemuese"
"2884","bank_word",1160,"Kommode",847,"correct","1","WPM","incongruent","Moebel"
"2884","schiff_correct",1150,"Schiff",1170,"incorrect","0","FPM","congruent","Fortbewegungsmittel"
"2884","schal_incorrect",1360,"Schal",1158,"correct","1","FPM","incongruent","Kleidung"
"2884","mantel_word",1020,"Handschuh",841,"incorrect","0","WPM","incongruent","Kleidung"
"2884","meissel_word",1190,"Hobel",1785,"correct","1","WPM","incongruent","Werkzeug"
"3396","banane_incorrect",890,"Banane",826,"incorrect","0","FPM","incongruent","Fruechte"
"3396","spargel_word",1100,"Spargel",1017,"correct","1","WPM","congruent","Gemuese"
"3396","schlitten_word",1130,"Taxi",1169,"correct","1","WPM","incongruent","Fortbewegungsmittel"
"3396","harke_incorrect",1290,"Harke",1893,"correct","1","FPM","incongruent","Werkzeug"
"3396","faehre_word",1240,"Kutsche",1086,"correct","1","WPM","incongruent","Fortbewegungsmittel"
"3396","kanu_word",1260,"Kanu",759,"correct","1","WPM","congruent","Fortbewegungsmittel"
"3396","bank_word",1160,"Kommode",992,"correct","1","WPM","incongruent","Moebel"
"3396","walze_correct",1170,"Walze",1033,"correct","1","FPM","congruent","Werkzeug"
